main_key,min,max,mean,std,time,best
random_steepest_edges,48249.0,63795.0,52968.515,2590.6792081952176,315.7957007884979,"[136, 73, 185, 132, 52, 8, 63, 82, 138, 21, 192, 196, 117, 71, 107, 12, 119, 59, 147, 159, 64, 129, 89, 58, 72, 85, 114, 150, 44, 162, 158, 67, 156, 91, 70, 51, 174, 161, 140, 188, 148, 141, 130, 13, 142, 53, 69, 113, 115, 40, 16, 18, 19, 190, 198, 135, 95, 172, 163, 182, 169, 66, 128, 5, 34, 179, 122, 143, 127, 24, 121, 31, 101, 38, 103, 131, 50, 152, 94, 112, 43, 116, 99, 0, 57, 137, 165, 37, 123, 134, 36, 25, 154, 88, 55, 153, 80, 157, 145, 79]"
