main_key,min,max,mean,std,time,iterations,best
perturbation,4545.0,47143.0, 46491.20, 46.05, "[136, 33, 29, 18, 16, 22, 135, 198, 190, 19, 79, 145, 157, 80, 153, 4, 55, 88, 137, 37, 165, 36, 25, 134, 154, 112, 50, 43, 99, 57, 0, 169, 66, 122, 143, 179, 121, 127, 24, 131, 103, 38, 101, 31, 197, 183, 34, 5, 182, 163, 95, 172, 8, 63, 82, 115, 69, 53, 13, 142, 130, 141, 148, 140, 174, 51, 91, 67, 158, 162, 150, 117, 196, 44, 71, 193, 119, 59, 166, 114, 72, 58, 89, 129, 64, 159, 147, 181, 170, 189, 109, 12, 107, 97, 139, 52, 132, 185, 73, 61]"
