main_key,min,max,mean,std,time,best
multiple_start,46271.0,47438.0,46884.0,315.1820109079831,46.224202239513396,"[44, 117, 196, 192, 174, 188, 140, 148, 141, 130, 142, 53, 82, 115, 63, 8, 40, 163, 182, 2, 133, 167, 5, 178, 128, 34, 183, 197, 122, 143, 179, 31, 101, 42, 38, 103, 121, 127, 50, 112, 154, 134, 25, 36, 165, 37, 137, 88, 55, 153, 145, 157, 80, 57, 77, 99, 0, 169, 66, 135, 198, 190, 19, 95, 172, 16, 18, 29, 33, 73, 185, 132, 52, 12, 107, 97, 139, 193, 71, 119, 59, 109, 189, 181, 147, 159, 64, 129, 89, 58, 171, 72, 114, 67, 45, 156, 3, 158, 162, 150]"
