main_key,min,max,mean,std,time,best
random_steepest_edges,45782.0,52750.0,48324.605,1227.604060344784,633.3651535511017,"[154, 165, 37, 137, 146, 102, 99, 116, 43, 50, 24, 127, 121, 103, 38, 101, 31, 179, 143, 122, 92, 26, 197, 183, 34, 5, 128, 66, 169, 0, 57, 135, 198, 95, 172, 16, 8, 82, 115, 69, 113, 53, 142, 130, 141, 148, 140, 188, 174, 51, 70, 91, 156, 3, 155, 192, 196, 117, 44, 150, 162, 158, 67, 114, 85, 166, 71, 119, 59, 64, 129, 89, 159, 147, 189, 109, 97, 139, 107, 12, 52, 65, 18, 132, 185, 73, 61, 136, 33, 29, 19, 190, 145, 157, 80, 153, 55, 88, 36, 25]"
